Security     ,Long  Name                                                   ,Cat & Subtype ,Stock Exchange ,Currency Code ,Wghtd Ave Maturity ,Maturity Date ,Coupon Rate   ,Next Interest Date ,Exercise Price ,Macaulay Duration ,Interest Frequency ,Market Price     ,Yield to Maturity ,Shares Issued     ,Comments                       ,Days in Year ,Days in Month ,First Payment Date ,Last Payment Date ,Previous Ex Date ,Modified Duration ,Convexity  ,Accrued Interest  ,Days Ex/Due ,Swap Leg ,A ,Parent   ,Valuation Date                                                                                                                           External code 1 External code 2 Location Stock Exchange Total Value (Pfolio)
SWDY EY     ,EL SEWEDY ELECTRIC CO                                       ,OS00,CAS,EGP,   ,        ,            ,        ,000000.000,000.000000,  ,0000086.210000,          ,0000223418000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SZ25        ,SA NATIONAL ROADS AGENCY LTD 9% 30/09/2025                  ,FI00,BMA,ZAR,   ,30/09/25,00009.000000,30/09/17,000000.000,005.722103,02,0000009.510000,009.510000,             ,RSA GUARANTEE                 ,2,1,        ,        ,31/03/17,005.461688,000.399630,              ,010, ,Y,        ,08/08/17
T14A10      ,THEKWINI FRN 3M JIBAR+155BPS 21/11/2019                     ,FI02,BMA,ZAR,   ,21/11/19,00008.892000,21/08/17,000000.000,000.035616,04,0000100.020613,          ,             ,FINAL MATURITY 21/11/2051     ,2,1,        ,        ,22/05/17,000.034845,000.048373,              ,004, ,Y,        ,08/08/17
T14A11      ,THEKWINI FRN 3M JIBAR+175BPS 21/11/2021                     ,FI02,BMA,ZAR,   ,21/11/21,00009.092000,21/08/17,000000.000,000.035616,04,0000100.020303,          ,             ,FINAL MATURITY 21/11/2051     ,2,1,        ,        ,22/05/17,000.034827,000.143784,              ,004, ,Y,        ,08/08/17
TBL TZ      ,TANZANIA BREWERIES LTD                                      ,OS00,SET,TZS,   ,        ,            ,        ,000000.000,000.000000,  ,0012500.000000,          ,0000294928500,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
TBS         ,TIGER BRANDS LIMITED                                        ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000407.050000,          ,0000192069868,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
TCP         ,TRANSACTION CAPITAL                                         ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000014.200000,          ,0000610887158,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
TFG         ,THE FOSCHINI GROUP LIMITED                                  ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000152.070000,          ,0000236756814,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
TH11A1A     ,THEKWINI 11 3M JIBAR+123BPS 18/07/2018                      ,FI02,BMA,ZAR,   ,18/07/18,00008.572000,18/10/17,000000.000,000.194521,04,0000100.065687,          ,             ,STEP UP 180718 LEGAL MAT180741,2,1,        ,        ,18/07/17,000.190437,000.010322,              ,005, ,Y,        ,08/08/17
TH11A8      ,THEKWINI 3M JIBAR+1.49% 18/07/2018                          ,FI02,BMA,ZAR,   ,18/07/18,00008.832000,18/10/17,000000.000,000.194521,04,0000100.236122,          ,             ,STEP UP 180718 LEGAL MAT180741,2,1,        ,        ,18/07/17,000.190404,000.010306,              ,005, ,Y,        ,08/08/17
TH11B3      ,THEKWINI 3MONTH JIBAR+1.85% 18/07/2018                      ,FI02,BMA,ZAR,   ,18/07/18,00009.192000,18/10/17,000000.000,000.194521,04,0000100.065002,          ,             ,STEP UP 180718 LEGAL MAT180741,2,1,        ,        ,18/07/17,000.190145,000.010259,              ,005, ,Y,        ,08/08/17
TH14A2      ,THEKWINI JB3M+160BPS 21/11/2019                             ,FI02,BMA,ZAR,   ,21/11/19,00008.942000,21/08/17,000000.000,000.035616,04,0000099.691336,          ,             ,LEGAL MATURITY 21/11/2051     ,2,1,        ,        ,22/05/17,000.034827,000.048272,              ,004, ,Y,        ,08/08/17
TH14A3      ,THEKWINI JB3M+189BPS 21/11/2021                             ,FI02,BMA,ZAR,   ,21/11/21,00009.232000,21/08/17,000000.000,000.035616,04,0000100.020185,          ,             ,LEGAL MATURITY 21/11/2051     ,2,1,        ,        ,21/05/17,000.034807,000.143071,              ,004, ,Y,        ,08/08/17
TH14B2      ,THEKWINI JB3M+220BPS 21/11/2021                             ,FI02,BMA,ZAR,   ,20/11/21,00009.542000,21/08/17,000000.000,000.035616,04,0000100.019919,          ,             ,LEGAL MATURITY 21/11/2051     ,2,1,        ,        ,22/05/17,000.034789,000.141711,              ,004, ,Y,        ,08/08/17
TH9A12      ,THEKWINI FRN JB3M+165BPS 18/07/2019                         ,FI02,BMA,ZAR,   ,18/07/19,00008.992000,18/10/17,000000.000,000.194521,04,0000100.420820,          ,             ,FINAL MATURITY DATE 18/07/2039,2,1,        ,        ,18/07/17,000.190319,000.036756,              ,005, ,Y,        ,08/08/17
THE9B4      ,THEKWINI FRN JB3M+225BPS 18/07/2019                         ,FI02,BMA,ZAR,   ,18/07/19,00009.592000,18/10/17,000000.000,000.194521,04,0000100.064530,          ,             ,FINAL MATURITY DATE 18/07/2039,2,1,        ,        ,18/07/17,000.189944,000.036355,              ,005, ,Y,        ,08/08/17
TKG         ,TELKOM SA LIMITED                                           ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000064.850000,          ,0000526948698,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
TMGH EY     ,TALAAT MOUSTAFA GROUP                                       ,OS00,CAS,EGP,   ,        ,            ,        ,000000.000,000.000000,  ,0000007.800000,          ,0002063562000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
TN17        ,TRANSNET LIMITED 17 9.25% 14/11/2017                        ,FI00,BMA,ZAR,   ,14/11/17,00009.250000,14/11/17,000000.000,000.268493,02,0000007.640000,007.640000,             ,SENIOR UNSECURED FIXED RATE NT,2,1,        ,        ,14/05/17,000.258536,000.001384,              ,010, ,Y,        ,08/08/17
TN20        ,TRANSNET LIMITED 10.5% 17/09/2020                           ,FI00,BMA,ZAR,   ,17/09/20,00010.500000,17/09/17,000000.000,002.641489,02,0000008.760000,008.760000,             ,SENIOR UNSECURED FIXED RATE NT,2,1,        ,        ,17/03/17,002.529774,000.083595,              ,010, ,Y,        ,08/08/17
TN23        ,TRANSNET LIMITED 10.80% 06/11/2023                          ,FI00,BMA,ZAR,   ,06/11/23,00010.800000,06/11/17,000000.000,004.635119,02,0000009.420000,009.420000,             ,SENIOR UNSECURED FIXED RATE NT,2,1,        ,        ,06/05/17,004.424989,000.257517,              ,010, ,Y,        ,08/08/17
TN25        ,TRANSNET LIMITED 9.5% 19/08/2025                            ,FI00,BMA,ZAR,   ,19/08/25,00009.500000,19/08/17,000000.000,005.486531,02,0000010.400000,010.400000,             ,SENIOR UNSECURED FIXED RATE NT,2,1,        ,        ,19/02/17,005.217453,000.371863,              ,010, ,Y,        ,08/08/17
TN27        ,TRANSNET LIMITED 8.90% 14/11/2027                           ,FI00,BMA,ZAR,   ,14/11/27,00008.900000,14/11/17,000000.000,006.576961,02,0000010.550000,010.550000,             ,SENIOR UNSECURED FIXED RATE NT,2,1,        ,        ,14/05/17,006.244838,000.544178,              ,010, ,Y,        ,08/08/17
TNF18       ,TNF18 TRANSNET 3M JIBAR+130BPS 22/08/2018                   ,FI02,BMA,ZAR,   ,22/08/18,00008.642000,22/08/17,000000.000,000.038356,04,0000100.071397,          ,             ,                              ,2,1,        ,        ,22/05/17,000.037545,000.012034,              ,010, ,Y,        ,08/08/17
TON         ,TONGAAT HULETT LIMITED                                      ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000119.070000,          ,0000135112506,NAME CHANGED FROM TNT         ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
TPDA03      ,TOP DRIVE FUNDING LIMITED FRN 3M JIBAR+135BPS 05/04/2018    ,FI02,BMA,ZAR,   ,05/04/18,00008.692000,05/10/17,000000.000,000.158904,04,0000100.059397,          ,             ,                              ,2,1,        ,        ,05/07/17,000.155530,000.005545,              ,010, ,Y,        ,08/08/17
TPDA05      ,TOP DRIVE FUNDING LIMITED 3MONTH JIBAR+125BPS 10/04/2019    ,FI02,BMA,ZAR,   ,10/04/19,00008.592000,10/10/17,000000.000,000.172603,04,0000100.294874,          ,             ,                              ,2,1,        ,        ,10/07/17,000.169022,000.028245,              ,010, ,Y,        ,08/08/17
TRU         ,TRUWORTHS INTERNATIONAL LIMITED                             ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000079.050000,          ,0000442059439,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
TSH         ,TSOGO SUN HOLDINGS                                          ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000022.660000,          ,0001049181389,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
UG21        ,UMGENI 10.70% 020321                                        ,FI00,BMA,ZAR,   ,02/03/21,00010.700000,02/09/17,000000.000,002.941290,02,0000009.080000,009.080000,             ,                              ,2,1,        ,        ,02/03/17,002.812551,000.103846,              ,010, ,Y,        ,08/08/17
UG26        ,UG26 UMGENI WATER 11.31% 09/03/2026                         ,FI00,BMA,ZAR,   ,09/03/26,00011.310000,09/09/17,000000.000,005.521326,02,0000010.530000,010.530000,             ,                              ,2,1,        ,        ,09/03/17,005.243013,000.388763,              ,010, ,Y,        ,08/08/17
UMEME       ,UMEME LIMITED                                               ,OS00,USE,UGX,   ,        ,            ,        ,000000.000,000.000000,  ,0000425.000000,          ,0001623878000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
VKE         ,VUKILE                                                      ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000019.550000,          ,0000758041475,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
VKE05       ,VUKILE PROPERTY FUND FRN 3M JIBAR+150BPS 28/03/2018         ,FI02,BMA,ZAR,   ,28/03/18,00008.825000,28/09/17,000000.000,000.139726,04,0000100.298262,          ,             ,                              ,2,1,        ,        ,28/06/17,000.136847,000.005273,              ,010, ,Y,        ,08/08/17
VKE06       ,VUKILE PROPERTY FUND LTD 3M JIBAR+142BPS 08/05/2018         ,FI02,BMA,ZAR,   ,08/05/18,00008.478000,08/11/17,000000.000,000.000000,04,0000100.000040,          ,             ,                              ,2,1,        ,        ,08/08/17,000.000000,000.006994,              ,010, ,Y,        ,08/08/17
VKE09       ,VUKILE PROPERTY FUND LTD 3MJ+164B 08/07/2020                ,FI02,BMA,ZAR,   ,08/07/20,00008.982000,08/10/17,000000.000,000.167123,04,0000100.061554,          ,             ,                              ,2,1,        ,        ,08/07/17,000.163432,000.074992,              ,010, ,Y,        ,08/08/17
VOD         ,VODACOM GROUP LIMITED                                       ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000184.140000,          ,0001721413781,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
WHL         ,WOOLWORTHS HOLDINGS LIMITED                                 ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000066.530000,          ,0001047847794,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
WHLFAC1     ,WOOLWORTHS FACILITY C1 3M JIBAR+1.690% 18/07/2019           ,FI02,OTC,ZAR,   ,18/07/19,00008.765000,30/10/17,000000.000,000.227397,04,0000100.210430,          ,             ,WOOLWORTHS HOLDINGS           ,2,1,        ,        ,31/07/17,000.222600,000.038182,              ,   , ,Y,        ,08/08/17
WS05M7      ,TRANS CALEDON 5.00% 01/08/2018                              ,FI04,BMA,ZAR,600,01/08/18,00005.000000,01/02/18,000000.000,000.968745,02,0000249.164690,          ,             ,RSA GUARANTEE                 ,2,1,        ,        ,01/08/17,000.954407,000.013873,              ,010, ,Y,        ,08/08/17
WSP5        ,TRANS CALEDON 9% 28/05/2021                                 ,FI00,BMA,ZAR,   ,28/05/21,00009.000000,28/11/17,000000.000,003.258604,02,0000008.230000,008.230000,             ,RSA GUARANTEE                 ,2,1,        ,        ,28/05/17,003.128796,000.123138,              ,010, ,Y,        ,08/08/17
Y10208      ,MAR18 ZAUS 12.00 PUT 19/03/2018                             ,FU11,YDX,ZAR,   ,19/03/18,            ,        ,000012.000,000.000000,  ,0000109.266700,          ,             ,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
Y10210      ,MAR18 ZAUS 16.16 CALL 19/03/2018                            ,FU11,YDX,ZAR,   ,19/03/18,            ,        ,000016.160,000.000000,  ,0000187.551800,          ,             ,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
YNLQU7      ,SEP17 YNLQ FUTURE 21/09/2017                                ,FU10,SFX,ZAR,   ,21/09/17,            ,        ,000000.059,000.000000,  ,0010690.147295,          ,             ,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
YPYQU7      ,SEP17 YPYQ FUTURE 21/09/2017                                ,FU10,SFX,ZAR,   ,21/09/17,            ,        ,000000.059,000.000000,  ,0009849.770478,          ,             ,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
YPZQU7      ,SEP17 YPZQ FUTURE 15/09/2017                                ,FU10,SFX,ZAR,   ,15/09/17,            ,        ,000000.059,000.000000,  ,0000133.192600,          ,             ,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
YQZQU7      ,SEP17 YQZQ FUTURE 21/09/2017                                ,FU10,SFX,ZAR,   ,21/09/17,            ,        ,000000.059,000.000000,  ,0010901.549544,          ,             ,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
YXAQU7      ,SEP17 YXAQ FUTURE 18/09/2017                                ,FU10,SFX,ZAR,   ,18/09/17,            ,        ,000000.059,000.000000,  ,0000158.365000,          ,             ,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
