ValuationDate,08/08/17
BONDPY
Pfolio ,BondInstrument                        ,Security ,SectorLevel0         ,Duration ,NominalValue   ,TotalCost         ,Ex? ,CurrentYTM ,MarketValue       ,Cat
SBWAZ2,AA05 ANGLO AMERICAN SA FINANCE LTD 9.,AA05    ,1-3 years NominalCre,000.0000,00000001000,00000000997.49, ,0008.60,00000001045.03,FI00
SBWAZ2,ABSA BANK LIMITED 8.295% 21/11/2018  ,AB013   ,1-3 years NominalCre,000.0000,00000005000,00000004803.88, ,0009.08,00000005042.42,FI00
SBWAZ2,ABSA 8.20% 01/06/2020                ,ABS6    ,1-3 years NominalCre,000.0000,00000077000,00000073826.58, ,0008.58,00000077456.89,FI00
SBWAZ2,AIRPORTS COMPANY OF SOUTH AFRICA 8.58,AIR01   ,1-3 years NominalCre,000.0000,00000004000,00000003904.72, ,0008.43,00000004145.34,FI00
SBWAZ2,BARLOW 9.8% 01/10/2018               ,BAW11   ,1-3 years NominalCre,000.0000,00000005000,00000005054.35, ,0008.58,00000005238.31,FI00
SBWAZ2,DEV BANK 9.45% 15/06/2020            ,DV22    ,1-3 years NominalCre,000.0000,00000008000,00000008281.60, ,0008.54,00000008164.75,FI00
SBWAZ2,FIRSTRAND 8.5% 21/12/2018            ,FRB05   ,1-3 years NominalCre,000.0000,00000013000,00000012492.60, ,0008.88,00000013083.25,FI00
SBWAZ2,FIRSTRAND 12% 21/12/2018 (STEP UP DAT,FRBC21  ,1-3 years NominalCre,000.0000,00000005000,00000005168.76, ,0009.89,00000005210.98,FI00
SBWAZ2,FIRSTRAND 9.00% 15/11/2019           ,FRX19   ,1-3 years NominalCre,000.0000,00000122000,00000122799.81, ,0007.90,00000127278.45,FI00
SBWAZ2,NBK3A NEDBANK LIMITED 11.39% 09/09/20,NBK3A   ,1-3 years NominalCre,000.0000,00000004000,00000004292.17, ,0008.15,00000004432.96,FI00
SBWAZ2,SA NATIONAL ROADS AGENCY LTD 12.25% 3,NRA018  ,1-3 years NominalCre,000.0000,00000001000,00000001092.20, ,0008.26,00000001071.79,FI00
SBWAZ2,OLD MUTUAL LIFE ASSURANCE COMPANY LTD,OML05   ,1-3 years NominalCre,000.0000,00000085554,00000085554.00, ,0009.71,00000088878.12,FI00
SBWAZ2,STD BANK LIMITED 8.87% 24/05/2019    ,SBS25   ,1-3 years NominalCre,000.0000,00000021000,00000020941.76, ,0007.95,00000021702.50,FI00
**TOTAL 1-3 years NominalCre                                           ,,,,000.0000,00000351554,00000349209.92, ,       ,00000362750.79,
SBWAZ2,ANGLO AMERICAN SA FINANCE LTD 9.49% 1,AA07    ,3-7 years NominalCre,000.0000,00000099416,00000099413.25, ,0009.58,00000102108.00,FI00
SBWAZ2,CITY OF JHB 10.78% 23/03/2021        ,COJ07   ,3-7 years NominalCre,000.0000,00000001000,00000001036.17, ,0009.49,00000001079.29,FI00
SBWAZ2,DEV BANK 10.00% 27/02/2023           ,DV23    ,3-7 years NominalCre,000.0000,00000042774,00000044830.42, ,0009.45,00000045693.83,FI00
SBWAZ2,FIRSTRAND JBR+170BPS 27/10/2020      ,FRS49   ,3-7 years NominalCre,000.0000,00000000807,00000000807.07, ,0008.78,00000000809.62,FI02
SBWAZ2,NEDBANK 8.92% 28/11/2020             ,NBK11A  ,3-7 years NominalCre,000.0000,00000113404,00000112552.55, ,0008.50,00000116749.52,FI00
SBWAZ2,SA NATIONAL ROADS AGENCY LTD 12.25% 3,NRA022  ,3-7 years NominalCre,000.0000,00000003000,00000003540.33, ,0009.18,00000003475.61,FI00
SBWAZ2,OLD MUTUAL LIFE ASSURANCE COMPANY LTD,OML06   ,3-7 years NominalCre,000.0000,00000171107,00000171107.00, ,0010.48,00000176947.48,FI00
SBWAZ2,OLD MUTUAL LIFE ASSURANCE COMPANY LTD,OML09   ,3-7 years NominalCre,000.0000,00000170308,00000170308.00, ,0010.47,00000180574.23,FI00
SBWAZ2,SBS19 STANDARD BANK OF SA 10.18% 23/0,SBS19   ,3-7 years NominalCre,000.0000,00000003000,00000003154.39, ,0008.36,00000003216.21,FI00
SBWAZ2,STANDARD BANK LTD 10.13% 20/02/2024  ,SBS27   ,3-7 years NominalCre,000.0000,00000030000,00000030656.61, ,0009.15,00000032847.17,FI00
SBWAZ2,TRANSNET LIMITED 10.5% 17/09/2020    ,TN20    ,3-7 years NominalCre,000.0000,00000154000,00000162236.77, ,0008.76,00000167498.84,FI00
**TOTAL 3-7 years NominalCre                                           ,,,,000.0000,00000788816,00000799642.56, ,       ,00000830999.80,
SBWAZ2,CITY OF CAPE TOWN 11.16% 15/03/2025  ,CCT03   ,7-12 years NominalCr,000.0000,00000082658,00000092439.76, ,0010.46,00000089307.38,FI00
SBWAZ2,CITY OF JOHANNESBURG METROPOLITAN 11.,COJ08   ,7-12 years NominalCr,000.0000,00000095084,00000095084.00, ,0010.56,00000101310.33,FI00
SBWAZ2,FIRSTRAND 10.75% 10/12/2024          ,FRX24   ,7-12 years NominalCr,000.0000,00000004000,00000004256.08, ,0009.20,00000004395.08,FI00
SBWAZ2,STD LIMITED 10.05% 15/05/2026        ,SBS20B  ,7-12 years NominalCr,000.0000,00000012000,00000012038.19, ,0009.67,00000012547.42,FI00
SBWAZ2,STANDARD BANK LTD 9.785% 12/06/2027  ,SBS31   ,7-12 years NominalCr,000.0000,00000036560,00000035551.64, ,0009.89,00000036879.63,FI00
SBWAZ2,TRANSNET LIMITED 9.5% 19/08/2025     ,TN25    ,7-12 years NominalCr,000.0000,00000004000,00000003981.04, ,0010.40,00000003986.41,FI00
**TOTAL 7-12 years NominalCr                                           ,,,,000.0000,00000234302,00000243350.71, ,       ,00000248426.25,
SBWAZ2,STANLIB INFLATION LINKED BOND FUND CL,SBLB1   ,Fixed Int Unit Trust,000.0000,00000102678,00000103112.08, ,       ,00000106942.12,OS03
SBWAZ2,STANLIB INCOME FUND (CLASS B1)       ,SIB1    ,Fixed Int Unit Trust,000.0000,00019223175,00026222743.07, ,       ,00026277311.20,OS03
SBWAZ2,STANLIB INCOME ABIL RETENTION FUND   ,STIAR   ,Fixed Int Unit Trust,000.0000,00000250437,00000349666.16, ,       ,00000387188.31,OS03
**TOTAL Fixed Int Unit Trust                                           ,,,,000.0000,00019576290,00026675521.31, ,       ,00026771441.63,
SBWAZ2,STANDARD BANK ZAR - Net Settlements  ,STDCUR01,Current Account     ,        ,           ,              , ,       ,00000214459.77,ZL06
**TOTAL Current Account                                                ,,,,        ,           ,              , ,       ,00000214459.77,
SBWAZ2,STANLIB INSTITUTIONAL MONEY MARKET FU,SIMMB4  ,Money Market Unit Tr,000.0000,00000255839,00000255839.06, ,0040.00,00000256200.32,FI02
**TOTAL Money Market Unit Tr                                           ,,,,000.0000,00000255839,00000255839.06, ,       ,00000256200.32,
TOTAL STD SWAZI LTD2                                                   ,,,,        ,00028900902,00036323819.89, ,       ,00036482467.69,
SLAARF,AFRICAN BANK LIMITED 3M JIBAR+ 275BPS,ABK10   ,1-3 years NominalCre,000.0000,00028000000,00028005908.53,X,0011.45,00027141867.32,FI02
SLAARF,AFRICAN BANK LIMITED 3M JIBAR+ 285BPS,ABK11   ,1-3 years NominalCre,000.0000,00008000000,00008001730.20, ,0011.13,00008056227.82,FI02
SLAARF,AFRICAN BANK 3MJIBAR+250BPS 05/06/202,ABK6    ,1-3 years NominalCre,000.0000,00003200000,00003200686.72, ,0009.81,00003257061.58,FI02
SLAARF,AFRICAN BANK LIMITED 3M JIBAR + 199BP,ABK9    ,1-3 years NominalCre,000.0000,00018000000,00018003506.28,X,0011.35,00017240241.58,FI02
**TOTAL 1-3 years NominalCre                                           ,,,,000.0000,00057200000,00057211831.73, ,       ,00055695398.30,
SLAARF,AFRICAN BANK LIMITED 3M JIBAR + 725BP,ABKS1A  ,3-7 years NominalCre,000.0000,00006576908,00007296221.50, ,0019.99,00005767859.40,FI02
SLAARF,AFRICAN BANK SENIOR TRANSFERABLE STUB,ABL SENT,3-7 years NominalCre,000.0000,00015155225,00000000000.00, ,0019.28,00007615500.79,FI02
SLAARF,AFRICAN BANK SUBORDINATED STUB       ,ABL SUB ,3-7 years NominalCre,000.0000,00016063980,00012904073.58, ,0040.00,00000000000.16,FI02
**TOTAL 3-7 years NominalCre                                           ,,,,000.0000,00037796113,00020200295.08, ,       ,00013383360.35,
SLAARF,AFRICAN BANK LIMITED CPI 3.20% 13/10/,ABKI03M7,3-7 years Credit IL ,000.0000,00020800000,00020833001.28, ,0007.66,00022752292.16,FI04
**TOTAL 3-7 years Credit IL                                            ,,,,000.0000,00020800000,00020833001.28, ,       ,00022752292.16,
SLAARF,STANDARD CHARTER - Net Settlements   ,STANCH01,Current Account     ,        ,           ,              , ,       ,00005436596.30,ZL06
**TOTAL Current Account                                                ,,,,        ,           ,              , ,       ,00005436596.30,
SLAARF,STANLIB INSTITUTIONAL MONEY MARKET FU,SIMMB4  ,Money Market Unit Tr,000.0000,00000194816,00000194816.45, ,0040.00,00000195150.38,FI02
**TOTAL Money Market Unit Tr                                           ,,,,000.0000,00000194816,00000194816.45, ,       ,00000195150.38,
TOTAL SLAARF                                                           ,,,,        ,00115990929,00098439944.54, ,       ,00097462797.49,
SLAINF,EQUITES PROPERTY FUND LIMITED        ,EQU     ,Industri&OfficeREITs,000.0000,00000789100,00011441950.00, ,       ,00014290601.00,OS03
**TOTAL Industri&OfficeREITs                                           ,,,,000.0000,00000789100,00011441950.00, ,       ,00014290601.00,
SLAINF,STANLIB INSTITUTIONAL PROPERTY FUND (,SIP3    ,Real Estate         ,000.0000,00113260287,00321190250.65, ,       ,00443587087.28,OS03
**TOTAL Real Estate                                                    ,,,,000.0000,00113260287,00321190250.65, ,       ,00443587087.28,
SLAINF,SA NATIONAL ROADS AGENCY LTD 9.75% 31,HWAY20  ,1-3 years NominalGov,000.0000,00000325000,00000339618.89, ,0008.26,00000338320.42,FI00
SLAINF,SA NATIONAL ROADS AGIENCY SOC LTD 3M ,HWF10U  ,1-3 years NominalGov,000.0000,00005000000,00005000000.00, ,0008.37,00005098257.99,FI02
**TOTAL 1-3 years NominalGov                                           ,,,,000.0000,00005325000,00005339618.89, ,       ,00005436578.41,
SLAINF,REPUBLIC OF NAMIBIA 8.26% 19/11/2022 ,NAM01   ,3-7 years NominalGov,000.0000,00010000000,00009316664.00, ,0010.00,00009481021.00,FI00
SLAINF,R2023 REPUBLIC OF SOUTH AFRICA 7.750%,R2023   ,3-7 years NominalGov,000.0000,00010000000,00009610408.00, ,0007.90,00010273880.00,FI00
SLAINF,R208 REPUBLIC OF SOUTH AFRICA 6.750% ,R208    ,3-7 years NominalGov,000.0000,00004266197,00004061523.64, ,0007.48,00004270952.10,FI00
**TOTAL 3-7 years NominalGov                                           ,,,,000.0000,00024266197,00022988595.64, ,       ,00024025853.10,
SLAINF,REPUBLIC OF NAMIBIA 10.51% 01/08/2026,NAM04   ,7-12 years NominalGo,000.0000,00030000000,00030000000.00, ,0010.36,00030326187.00,FI00
SLAINF,R186 REPUBLIC OF SOUTH AFRICA 10.500%,R186    ,7-12 years NominalGo,000.0000,00058742508,00064877810.50, ,0008.56,00066798349.81,FI00
**TOTAL 7-12 years NominalGo                                           ,,,,000.0000,00088742508,00094877810.50, ,       ,00097124536.81,
SLAINF,R2032 REPUBLIC OF SOUTH AFRICA 8.250%,R2032   ,Over 12 years Nomina,000.0000,00068000000,00061704233.60, ,0009.35,00064118362.80,FI00
SLAINF,R2035 REPUBLIC OF SOUTH AFRICA 8.875%,R2035   ,Over 12 years Nomina,000.0000,00080000000,00074450264.00, ,0009.60,00078271016.00,FI00
SLAINF,R2037 REPUBLIC OF SOUTH AFRICA 8.500%,R2037   ,Over 12 years Nomina,000.0000,00050000000,00044574685.00, ,0009.69,00044933740.00,FI00
SLAINF,R2040 REPUBLIC OF SOUTH AFRICA 9.000%,R2040   ,Over 12 years Nomina,000.0000,00261000000,00246878516.70, ,0009.83,00242074811.70,FI00
SLAINF,R2044 REPUBLIC OF SOUTH AFRICA 8.750%,R2044   ,Over 12 years Nomina,000.0000,00225891000,00202089655.95, ,0009.86,00202923803.64,FI00
**TOTAL Over 12 years Nomina                                           ,,,,000.0000,00684891000,00629697355.25, ,       ,00632321734.14,
SLAINF,R212 REPUBLIC OF SOUTH AFRICA CPI 2.7,R212M7  ,3-7 years Govern IL ,000.0000,00001400000,00002041316.16, ,0002.40,00002079439.74,FI04
**TOTAL 3-7 years Govern IL                                            ,,,,000.0000,00001400000,00002041316.16, ,       ,00002079439.74,
SLAINF,ABS10 ABSA BANK LIMITED 9.88% 17/03/2,ABS10   ,0-1 year NominalCred,000.0000,00004800000,00004806407.04, ,0008.25,00005031591.84,FI00
SLAINF,PRECINCT FUNDING 1 (RF) LIMITED 3MJ+1,PRE1A3  ,0-1 year NominalCred,000.0000,           ,00000000000.16, ,0008.28,00000000000.16,FI02
SLAINF,PRECINCT FUNDING(RF)LIMITED 3M J+154B,PRE1B1  ,0-1 year NominalCred,000.0000,           ,00000000000.06, ,0008.62,00000000000.06,FI02
SLAINF,STD 8.4% 100418                      ,SBK9    ,0-1 year NominalCred,000.0000,00001007000,00001000242.62, ,0008.43,00001034574.48,FI00
**TOTAL 0-1 year NominalCred                                           ,,,,000.0000,00005807000,00005806649.88, ,       ,00006066166.54,
SLAINF,ABSA BANK LIMITED 8.295% 21/11/2018  ,AB013   ,1-3 years NominalCre,000.0000,00007301000,00007248397.76, ,0009.08,00007362941.68,FI00
SLAINF,ABSA 8.20% 01/06/2020                ,ABS6    ,1-3 years NominalCre,000.0000,00001200000,00001182967.44, ,0008.58,00001207120.44,FI00
SLAINF,FIRSTRAND 9.00% 15/11/2019           ,FRX19   ,1-3 years NominalCre,000.0000,00002600000,00002642055.74, ,0007.90,00002712491.65,FI00
SLAINF,INVESTEC BANK 9.10% 02/08/2020       ,IBL50   ,1-3 years NominalCre,000.0000,00010000000,00009928120.37, ,0008.95,00010055549.08,FI00
SLAINF,PHARMACARE FACILITY A 5.725+2.05=7.77,PHARA5  ,1-3 years NominalCre,000.0000,           ,00000000000.04, ,0009.38,00000000000.04,FI02
**TOTAL 1-3 years NominalCre                                           ,,,,000.0000,00021101000,00021001541.35, ,       ,00021338102.89,
SLAINF,ABSA BANK LTD 9.675% 14/05/2022      ,ABS13A  ,3-7 years NominalCre,000.0000,00008000000,00008000000.00, ,0009.36,00008275940.80,FI00
SLAINF,IDCG03 INDUSTRIAL DEVELOPMENT CORP  8,IDCG03  ,3-7 years NominalCre,000.0000,00002000000,00001946158.80, ,0009.24,00002000254.40,FI00
SLAINF,LIBERTY GROUP LIMITED 9.165% 14/08/20,LGL04   ,3-7 years NominalCre,000.0000,00005829000,00005873778.50,X,0009.23,00005812031.92,FI00
SLAINF,NEDBANK 8.92% 28/11/2020             ,NBK11A  ,3-7 years NominalCre,000.0000,00001000000,00001004418.00, ,0008.50,00001029500.90,FI00
SLAINF,NEDBANK 9.64% 01/06/2022             ,NBK19A  ,3-7 years NominalCre,000.0000,00040000000,00040000000.00, ,0009.38,00041112288.00,FI00
SLAINF,NEDBANK LIMITED 10.010% 02/08/2023   ,NBK28A  ,3-7 years NominalCre,000.0000,00035000000,00035000000.00, ,0009.55,00035786607.50,FI00
SLAINF,STANDARD BANK LTD 10.13% 20/02/2024  ,SBS27   ,3-7 years NominalCre,000.0000,00002000000,00002043949.60, ,0009.15,00002189811.00,FI00
SLAINF,STANDARD BANK 8.95% 12/06/2022       ,SBS56   ,3-7 years NominalCre,000.0000,00070000000,00070000000.00, ,0009.03,00070762195.00,FI00
**TOTAL 3-7 years NominalCre                                           ,,,,000.0000,00163829000,00163868304.90, ,       ,00166968629.52,
SLAINF,FIRSTRAND 10.75% 10/12/2024          ,FRX24   ,7-12 years NominalCr,000.0000,00017000000,00017816756.50, ,0009.20,00018679076.40,FI00
SLAINF,STANDARD BANK SA LTD 3M JIBAR+197.5BP,SBS53   ,7-12 years NominalCr,000.0000,00030000000,00030000000.00, ,0009.04,00030046099.20,FI02
SLAINF,UG26 UMGENI WATER 11.31% 09/03/2026  ,UG26    ,7-12 years NominalCr,000.0000,00001150000,00001193305.21, ,0010.53,00001253732.30,FI00
**TOTAL 7-12 years NominalCr                                           ,,,,000.0000,00048150000,00049010061.71, ,       ,00049978907.90,
SLAINF,STANLIB INFLATION LINKED BOND FUND CL,SBLB1   ,Fixed Int Unit Trust,000.0000,00008214470,00008249429.81, ,       ,00008555575.50,OS03
SLAINF,STANLIB EXTRA INCOME FUND B2         ,SEIB2   ,Fixed Int Unit Trust,000.0000,00246712119,00213641522.45, ,       ,00212720369.82,OS03
SLAINF,STANLIB INCOME FUND (CLASS B1)       ,SIB1    ,Fixed Int Unit Trust,000.0000,00294204997,00403649256.09, ,       ,00402166463.04,OS03
**TOTAL Fixed Int Unit Trust                                           ,,,,000.0000,00549131586,00625540208.35, ,       ,00623442408.36,
SLAINF,STANDARD CHARTER - Net Settlements   ,STANCH01,Current Account     ,        ,           ,              , ,       ,00012486308.44,ZL06
**TOTAL Current Account                                                ,,,,        ,           ,              , ,       ,00012486308.44,
SLAINF,SAFEX VARIATION MARG                 ,XMARVAR ,Margin Accounts     ,        ,           ,              , ,       ,00002852908.88,ZL01
**TOTAL Margin Accounts                                                ,,,,        ,           ,              , ,       ,00002852908.88,
SLAINF,PHARMACARE FACILITY C 5.725+2.10=7.82,PHARC4  ,0-3 Months          ,000.0000,           ,00000000000.02, ,0009.37,00000000000.02,FI02
**TOTAL 0-3 Months                                                     ,,,,000.0000,           ,00000000000.02, ,       ,00000000000.02,
SLAINF,STANLIB INSTITUTIONAL MONEY MARKET FU,SIMMB4  ,Money Market Unit Tr,000.0000,00000006654,00000006653.50, ,0040.00,00000006814.99,FI02
**TOTAL Money Market Unit Tr                                           ,,,,000.0000,00000006654,00000006653.50, ,       ,00000006814.99,
TOTAL ST AGGR INC FND                                                  ,,,,        ,01706699332,01952810316.80, ,       ,02102006078.02,
SLBALC,STANLIB HIGH ALPHA THREADNEEDLE CLASS,SHAGEB  ,Equity              ,000.0000,00000072100,00944746652.07, ,       ,01352523459.33,OS03
**TOTAL Equity                                                         ,,,,000.0000,00000072100,00944746652.07, ,       ,01352523459.33,
SLBALC,STANLIB INSTITUTIONAL PROPERTY FUND (,SIP3    ,Real Estate         ,000.0000,00131570559,00503581209.00, ,       ,00515299779.84,OS03
SLBALC,STANLIB GLOBAL PROPERTY FUND CLASS B ,STGPFB  ,Real Estate         ,000.0000,00000003778,00118900225.54, ,       ,00119533729.94,OS03
**TOTAL Real Estate                                                    ,,,,000.0000,00131574337,00622481434.54, ,       ,00634833509.78,
SLBALC,R203 REPUBLIC OF SOUTH AFRICA 8.250% ,R203    ,0-1 years NominalGov,000.0000,00000118243,00000118241.23, ,0006.95,00000122262.79,FI00
**TOTAL 0-1 years NominalGov                                           ,,,,000.0000,00000118243,00000118241.23, ,       ,00000122262.79,
SLBALC,SA NATIONAL ROADS AGENCY LTD 9.75% 31,HWAY20  ,1-3 years NominalGov,000.0000,00012669558,00013026258.01, ,0008.26,00013188831.24,FI00
SLBALC,R204 REPUBLIC OF SOUTH AFRICA 8.000% ,R204    ,1-3 years NominalGov,000.0000,00000334579,00000335451.01, ,0007.08,00000342067.31,FI00
SLBALC,R207 REPUBLIC OF SOUTH AFRICA 7.250% ,R207    ,1-3 years NominalGov,000.0000,00000060230,00000058444.59, ,0007.33,00000060416.62,FI00
**TOTAL 1-3 years NominalGov                                           ,,,,000.0000,00013064367,00013420153.61, ,       ,00013591315.17,
SLBALC,ESKOM 10.00% 25/01/2023              ,ES23    ,3-7 years NominalGov,000.0000,00012780000,00013684875.12, ,0008.93,00013412227.88,FI00
SLBALC,R2023 REPUBLIC OF SOUTH AFRICA 7.750%,R2023   ,3-7 years NominalGov,000.0000,00013444038,00013051305.38, ,0007.90,00013812243.31,FI00
SLBALC,R208 REPUBLIC OF SOUTH AFRICA 6.750% ,R208    ,3-7 years NominalGov,000.0000,00000783632,00000772117.23, ,0007.48,00000784505.44,FI00
SLBALC,TRANS CALEDON 9% 28/05/2021          ,WSP5    ,3-7 years NominalGov,000.0000,00000948000,00000960954.89, ,0008.23,00000988157.47,FI00
**TOTAL 3-7 years NominalGov                                           ,,,,000.0000,00027955670,00028469252.62, ,       ,00028997134.10,
SLBALC,ESKOM 7.85% 02/04/2026               ,ES26    ,7-12 years NominalGo,000.0000,00003258000,00003155238.77, ,0009.72,00002996489.79,FI00
SLBALC,R186 REPUBLIC OF SOUTH AFRICA 10.500%,R186    ,7-12 years NominalGo,000.0000,00263166213,00294550941.87, ,0008.56,00299256353.75,FI00
SLBALC,RSA 5.875% 16/09/2025 (USD)          ,SOAF5   ,7-12 years NominalGo,000.0000,00015000000,00147844687.45, ,0004.50,00223997986.64,FI00
SLBALC,SA NATIONAL ROADS AGENCY LTD 9% 30/09,SZ25    ,7-12 years NominalGo,000.0000,00000018000,00000017763.96, ,0009.51,00000018063.59,FI00
**TOTAL 7-12 years NominalGo                                           ,,,,000.0000,00281442213,00445568632.05, ,       ,00526268893.77,
SLBALC,ESKOM 7.50% 15/09/2033               ,ES33    ,Over 12 years Nomina,000.0000,00000967948,00000799296.33, ,0010.77,00000757172.10,FI00
SLBALC,R2030 REPUBLIC OF SOUTH AFRICA 8.000%,R2030   ,Over 12 years Nomina,000.0000,00176593936,00164737878.28, ,0009.12,00162434492.94,FI00
SLBALC,R2032 REPUBLIC OF SOUTH AFRICA 8.250%,R2032   ,Over 12 years Nomina,000.0000,00082788341,00082734263.66, ,0009.35,00078062542.41,FI00
SLBALC,R2035 REPUBLIC OF SOUTH AFRICA 8.875%,R2035   ,Over 12 years Nomina,000.0000,00027214633,00026256680.64, ,0009.60,00026626462.19,FI00
SLBALC,R2037 REPUBLIC OF SOUTH AFRICA 8.500%,R2037   ,Over 12 years Nomina,000.0000,00258970488,00248253046.14, ,0009.69,00232730251.51,FI00
SLBALC,R2040 REPUBLIC OF SOUTH AFRICA 9.000%,R2040   ,Over 12 years Nomina,000.0000,00128971514,00124485562.32, ,0009.83,00119619750.83,FI00
SLBALC,R2044 REPUBLIC OF SOUTH AFRICA 8.750%,R2044   ,Over 12 years Nomina,000.0000,00191472598,00172267341.15, ,0009.86,00172004851.37,FI00
SLBALC,R2048 REPUBLIC OF SOUTH AFRICA 8.750%,R2048   ,Over 12 years Nomina,000.0000,00079416053,00073327097.15, ,0009.82,00074274911.86,FI00
SLBALC,R209 REPUBLIC OF SOUTH AFRICA 6.250% ,R209    ,Over 12 years Nomina,000.0000,00038772878,00030455634.27, ,0009.57,00028550443.61,FI00
SLBALC,R213 REPUBLIC OF SOUTH AFRICA 7.000% ,R213A   ,Over 12 years Nomina,000.0000,00091066000,00081634212.42, ,0009.22,00078394867.31,FI00
